cataloger,bookid,count,title,author,combinedName,authorOfColor,nonPersonAuthor,yrpub,neighborhood,collection,age,type,category1,category2,publication,media,summary,deweywording,subjects,deweydec,languages,originalLang,lcclassification,isbn
H,168005128,1,Newcomers: Book One,"Kovacic, Lojze",Lojze Kovacic,0,0,2016,Northgate,Northgate2,Adult,Fiction,Biography/Autobiography/Memoir,Null,"Archipelago (2016), 250 pages",Paperback,Newcomers: Book One by Lojze Kovacic (2016),"Literature > Literature of other Indo-European languages > Other Languages > West and South Slavic languages (Bulgarian, Slovene, Polish, Czech, Slovak, Serbo-Croatian, and Macedonian)",,891.8,English,English,PG1919.21 .O87,[0914671332]
H,168080743,1,The Greek Tragic Poets,"Lucas, D. W.",D. W. Lucas,0,0,1950,Northgate,Northgate2,Adult,Fiction,Drama,Null,"Cohen & West (1950), Edition: First Edition, 253 pages",Hardcover,The Greek Tragic Poets by D. W. Lucas (1950),Greek and other Classical languages > Greek drama and Classical drama > Greek drama and Classical drama > Literature,,882.09,English,,PA3131 .L8,
H,168080752,1,Sophocles the Dramatist,Waldock,Waldock,0,0,1967,Northgate,Northgate2,Adult,Fiction,Drama,Null,"Cambridge University Press (1967), Edition: 1966th ed., 244 pages",Paperback,Sophocles the Dramatist by Waldock (1967),Greek and other Classical languages > Greek drama and Classical drama > Literature > Sophocles,,882.2,English,English,PA4417 W14,[0521093740]
H,168004960,1,A Brief History of Portable Literature (New Directions Paperbook),"Vila-Matas, Enrique",Enrique Vila-Matas,0,0,2015,Northgate,Northgate2,Adult,Fiction,History,Anthology,"New Directions (2015), Edition: First Edition, 128 pages",Paperback,A Brief History of Portable Literature (New Directions Paperbook) by Enrique Vila-Matas (2015),Anthologies and rhetoric > By Topic > Literature,,808,English,English,PQ6672 .I37,[081122337X]
H,168005052,1,Starvation Heights: A True Story of Murder and Malice in the Woods of the Pacific Northwest,"Olsen, Gregg",Gregg Olsen,0,0,2005,Northgate,Northgate2,Adult,Nonfiction,History,Mystery,"Broadway Books (2005), Edition: 40613th, 448 pages",Paperback,Starvation Heights: A True Story of Murder and Malice in the Woods of the Pacific Northwest by Gregg Olsen (2005),"Crimes and Offenses > Criminology > History, geographic treatment, biography > Homicide > Murder > Offenses against persons > Social Sciences > Social problems and services; associations",,364.1523098,English,English,RA1116 .O47,[9781400097463]
H,168005035,1,The Burning of the World: A Memoir of 1914 (New York Review Books Classics),"Zombory-Moldován, Béla",Béla Zombory-Moldován,0,0,2014,Northgate,Northgate2,Adult,Nonfiction,History,Null,"NYRB Classics (2014), Edition: Main, 184 pages",Paperback,The Burning of the World: A Memoir of 1914 (New York Review Books Classics) by BŽla Zombory-Moldov‡n (2014),Biography and History > Europe > Europe > Military History Of World War I,,940.4,English,English,D640 .Z64,[1590178092]
H,168005023,1,House of the Fortunate Buddhas (Brazilian Literature),"Ribeiro, Joao Ubaldo",Joao Ubaldo Ribeiro,1,0,2011,Northgate,Northgate2,Adult,Fiction,Novel,Null,"Dalkey Archive Press (2011), 147 pages",Paperback,House of the Fortunate Buddhas (Brazilian Literature) by Joao Ubaldo Ribeiro (2011),Fiction > Literature > Portuguese Literature  > Spanish And Portuguese,,869.3,English,English,PQ9698.28 .I165,[1564785890]
H,168004958,1,The Invention of Morel (New York Review Books Classics),"Bioy Casares, Adolfo",Adolfo Bioy,1,0,2003,Northgate,Northgate2,Adult,Fiction,Novel,Null,"NYRB Classics (2003), 103 pages",Paperback,The Invention of Morel (New York Review Books Classics) by Adolfo Bioy Casares (2003),1900-1945 > 20th Century > Literature > Spanish And Portuguese > Spanish fiction,Large Type Books|Large type books,863.62,English,English,PQ7797 .B535,[9781590170571]
H,168004978,1,Night of the Golden Butterfly (The Islam Quintet),"Ali, Tariq",Tariq Ali,1,0,2010,Northgate,Northgate2,Adult,Fiction,Novel,Null,"Verso (2010), Edition: First Edition, 288 pages",Hardcover,Night of the Golden Butterfly (The Islam Quintet) by Tariq Ali (2010),1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,,823.914,English,English,PR6051 .L44,[1844676110]
H,168004983,1,I Am the Brother of XX,"Jaeggy, Fleur",Fleur Jaeggy,0,0,2017,Northgate,Northgate2,Adult,Fiction,Novel,Null,"New Directions (2017), 128 pages",Paperback,I Am the Brother of XX by Fleur Jaeggy (2017),1900- > 1945-1999 > 20th Century > Italian > Italian fiction > Literature,,853.914,English,English,PQ4870 .A4,[0811225984]
H,168005005,1,Impressions of Africa (French Literature Series),"Roussel, Raymond",Raymond Roussel,0,0,2011,Northgate,Northgate2,Adult,Fiction,Novel,Null,"Dalkey Archive Press (2011), 279 pages",Paperback,Impressions of Africa (French Literature Series) by Raymond Roussel (2011),1900- > 1900-1945 > 20th Century > Fiction > French > Literature,Africa > Fiction,843.912,English,English,PQ2635 .O96168,[1564786242]
H,168005012,1,Small Memories,"Saramago, Jose",Jose Saramago,0,0,2011,Northgate,Northgate2,Adult,Fiction,Novel,Null,"Houghton Mifflin Harcourt (2011), Edition: First, 176 pages",Hardcover,Small Memories by Jose Saramago (2011),1945-1999 > 20th Century > Fiction > Literature > Portuguese Literature  > Spanish And Portuguese,,869.342,English,English,PQ9281 .A66,[0151015082]
H,168005029,1,Ernesto (NYRB Classics),"Saba, Umberto",Umberto Saba,0,0,2017,Northgate,Northgate2,Adult,Fiction,Novel,Null,"NYRB Classics (2017), Edition: Reprint, 160 pages",Paperback,Ernesto (NYRB Classics) by Umberto Saba (2017),1900- > 1900-1945 > 20th Century > Italian > Italian fiction > Literature,Bildungsromane|Trieste (Italy) > Fiction,853.912,English,English,PQ4841 .A18,[1681370824]
H,168005088,1,Dance With Snakes (Biblioasis International Translation Series),"Moya, Horatio Castellanos",Horatio Castellanos Moya,1,0,2000,Northgate,Northgate2,Adult,Fiction,Novel,Null,"Biblioasis (2000), 160 pages",Paperback,Dance With Snakes (Biblioasis International Translation Series) by Horatio Castellanos Moya (2000),American And Canadian > Fiction > Literature,,813,English,English,PQ7539.2 .C34,[189723161X]
H,168005093,1,Don't Let Him Know,"Roy, Sandip",Sandip Roy,1,0,2016,Northgate,Northgate2,Adult,Fiction,Novel,Null,"Bloomsbury Paperbacks (2016), Edition: Reprint, 256 pages",Paperback,Don't Let Him Know by Sandip Roy (2016),21st Century > English > Fiction > Literature > Modern Period,,823.92,English,English,,[1408856662]
H,168005102,1,Pure,"Miller, Andrew",Andrew Miller,0,0,2012,Northgate,Northgate2,Adult,Fiction,Novel,Null,"Europa Editions (2012), Edition: Reprint, 331 pages",Paperback,Pure by Andrew Miller (2012),21st Century > English > Fiction > Literature > Modern Period,,823.92,English,English,PR6063 .I3564,[9781609450670]
H,168005109,1,Family Life: A Novel,"Sharma, Akhil",Akhil Sharma,1,0,2014,Northgate,Northgate2,Adult,Fiction,Novel,Null,"W. W. Norton & Company (2014), Edition: 1st Edition, 224 pages",Hardcover,Family Life: A Novel by Akhil Sharma (2014),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,English,English,PS3569 .H34287,[0393060055]
H,168005146,1,Last Train to Paris,0,null,0,0,2014,Northgate,Northgate2,Adult,Fiction,Novel,Null,0,Paperback,Last Train to Paris (?),21st Century > American And Canadian > Fiction > Literature,,813.6,,English,,[1609451899]
H,168005150,1,You Deserve Nothing: A Novel,"Maksik, Alexander",Alexander Maksik,0,0,2011,Northgate,Northgate2,Adult,Fiction,Novel,Null,"Europa Editions (2011), Edition: 1, 336 pages",Paperback,You Deserve Nothing: A Novel by Alexander Maksik (2011),21st Century > American And Canadian > Fiction > Literature,,813.6,English,English,PS3613 .A362,[1609450485]
H,168005164,1,The Crocodile (World Noir),"De Giovanni, Maurizio",Maurizio De Giovanni,0,0,2013,Northgate,Northgate2,Adult,Fiction,Novel,Null,"Europa Editions (2013), Edition: Reprint, 336 pages",Paperback,The Crocodile (World Noir) by Maurizio De Giovanni (2013),1900- > 21st Century > Italian > Italian fiction > Literature,,853.92,English,English,PQ4904 .E146,[1609451198]
H,168005172,1,Rondo: A Novel,"Brandys, Kazimierz",Kazimierz Brandys,0,0,2011,Northgate,Northgate2,Adult,Fiction,Novel,Null,"Europa Editions (2011), Edition: Reprint, 400 pages",Paperback,Rondo: A Novel by Kazimierz Brandys (2011),"1919-1989 > Literature > Literature of other Indo-European languages > Other Languages > Polish > Polish fiction > West and South Slavic languages (Bulgarian, Slovene, Polish, Czech, Slovak, Serbo-Croatian, and Macedonian)","World War, 1939-1945 > Poland > Fiction",891.8537,English,English,PG7158 .B63 R6813,[1609450043]
H,168080731,1,"Confessions of Felix Krull, Confidence Man: The Early Years","Mann, Thomas",Thomas Mann,0,0,1992,Northgate,Northgate2,Adult,Fiction,Novel,Null,"Vintage (1992), Edition: 8th printing, 400 pages",Paperback,"Confessions of Felix Krull, Confidence Man: The Early Years by Thomas Mann (1992)",1900- > 1900-1944 > 20th Century > Fiction > German > Literature,German language > Readers|Swindlers and swindling > Fiction,833.912,English,English,PZ3 .M3184,[9780679739043]
H,168004868,1,"Listen to Yourself: Think Everything Over, Dharma Talks (Volume Two)","Hua, Master Hsuan",Master Hsuan Hua,1,0,1983,Northgate,Northgate2,Adult,Nonfiction,Religion,Null,Sino-American Buddhist Association (1983),Paperback,"Listen to Yourself: Think Everything Over, Dharma Talks (Volume Two) by Master Hsuan Hua (1983)",Buddhism > Other Religions > Religion  > Religions of Indic origin,,294.3,English,Chinese,BQ5625 .H78,[0881390100]
H,168005077,1,The Nectar of Chanting,"Muktananda, Swami",Swami Muktananda,1,0,1984,Northgate,Northgate2,Adult,Nonfiction,Religion,Null,"SYDA Foundation (1984), Edition: Revised, 197 pages",Hardcover,The Nectar of Chanting by Swami Muktananda (1984),Hinduism > Other Religions > Religion  > Religions of Indic origin,,294.5,"Hindi, English",English,BL1236.22 .N43,[0914602160]
H,168542250,1,Listen to Yourself; Think Everything Over - Dharma Talks by Master Hsuan Hua,"Hua, HsuÌˆan",HsuÌˆan Hua,1,0,1978,Northgate,Northgate2,Adult,Nonfiction,Religion,Null,"Buddhist Text Translation Society (1978), Edition: First Edition, 162 pages",Paperback,Listen to Yourself; Think Everything Over - Dharma Talks by Master Hsuan Hua by Hsuíöan Hua (1978),Buddhism > Other Religions > Religion  > Religions of Indic origin,,294.3,English,Chinese,BQ5625 .H78,
H,168004997,1,Confessions,"Jaber, Rabee",Rabee Jaber,1,0,2016,Northgate,Northgate2,Adult,Fiction,Thriller/Suspense,Null,"New Directions (2016), 128 pages",Paperback,Confessions by Rabee Jaber (2016),"Arabic (Egypt, Lebanon, Palestine, Saudi Arabia, Sudan) > Literature > Middle Eastern > Other Languages",,892.7,English,English,PJ7840 .A289,[9780811220675]
H,168005119,1,Get Me Out of Here,"Sutton, Henry",Henry Sutton,0,0,2011,Northgate,Northgate2,Adult,Fiction,Thriller/Suspense,Null,"Europa Editions (2011), Edition: 1, 304 pages",Paperback,Get Me Out of Here by Henry Sutton (2011),1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,,823.914,English,English,PR6069 .U86 G48,[1609450078]
H,168005141,1,The Honourable Schoolboy,"Le Carré, John",John Le Carré,0,0,2011,Northgate,Northgate2,Adult,Fiction,Thriller/Suspense,Null,"Penguin Books (2011), Edition: Reprint, 624 pages",Paperback,The Honourable Schoolboy by John Le CarrŽ (2011),1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,"Fiction in English|Intelligence service > Great Britain > Fiction|Large Type Books|Large type books|Smiley, George (Fictitious character) > Fiction|Spy stories|fiction in English",823.914,English,English,PZ4 .L4526 .E33,[0143119737]
H,168007619,1,New Monologues for Women by Women,"Haring-Smith, Tori",Tori Haring-Smith,0,0,2004,Northgate,Northgate3,Adult,Fiction,Anthology/Essays/Short stories,Null,"Heinemann Drama (2004), 192 pages",Paperback,New Monologues for Women by Women by Tori Haring-Smith (2004),Anthologies > Anthologies and rhetoric > By Topic > Literature > Plays,,808.824508,English,English,PN2080 .N49,[0325006261]
H,168008486,1,A Simple Story: The Last Malambo,"Guerriero, Leila",Leila Guerriero,1,0,2017,Northgate,Northgate3,Adult,Nonfiction,Art,Null,"New Directions (2017), Edition: 1, 120 pages",Paperback,A Simple Story: The Last Malambo by Leila Guerriero (2017),21st Century > Literature > Spanish And Portuguese > Spanish fiction,,863.7,English,English,PQ7798.417 .U373,[9780811226004]
H,168006894,1,"Susan B. Anthony Rebel, Crusader, Humanitarian","Lutz, Alma",Alma Lutz,0,0,2011,Northgate,Northgate3,Adult,Nonfiction,Biography/Autobiography/Memoir,History,"(2011), 416 pages",Ebook,"Susan B. Anthony Rebel, Crusader, Humanitarian by Alma Lutz (2011)",Biography > Biography > Biography and History > By Gender,,920.7,English,English,JK1899 .A6,
H,168007511,1,The Great Hurricane: 1938,"Burns, Cherie",Cherie Burns,0,0,2005,Northgate,Northgate3,Adult,Nonfiction,Biography/Autobiography/Memoir,History,"Atlantic Monthly Press (2005), 240 pages",Hardcover,The Great Hurricane: 1938 by Cherie Burns (2005),Biography and History > North America > United States,"Hurricanes > Long Island > History|Hurricanes > New England > History|Long Island (N.Y.) > History > 20th century|New England > History > 20th century|New England Hurricane, 1938",973,English,English,F9 .B965,[087113893X]
H,168007635,1,Light This Candle: The Life & Times of Alan Shepard--America's First Spaceman,"Thompson, Neal",Neal Thompson,0,0,2004,Northgate,Northgate3,Adult,Nonfiction,Biography/Autobiography/Memoir,History,"Crown (2004), Edition: First Edition, 464 pages",Hardcover,Light This Candle: The Life & Times of Alan Shepard--America's First Spaceman by Neal Thompson (2004),"Astronauts and Space Travel  > Biographies & History > Biography > Engineering, contracts > General & Biography > General & Biography > Manned space flight > Other Branches > Technology","Astronauts > United States > Biography|Shepard, Alan B. (Alan Bartlett), 1923-|Shepard, Alan B. (Alan Bartlett), 1923-1998",629.450092,English,English,TL789.85 .S5,[0609610015]
H,168006913,1,Lucky Man: A Memoir,"Fox, Michael J.",Michael J. Fox,0,0,2002,Northgate,Northgate3,Adult,Nonfiction,Biography/Autobiography/Memoir,Null,"Hyperion (2002), Edition: 1, 288 pages",Hardcover,Lucky Man: A Memoir by Michael J. Fox (2002),"Acting and performance > Actors > Amusements and Recreation > Arts and Recreation > Film > Film, Radio, And Television  > Public Entertainments, TV, Movies > Techniques, procedures, apparatus...","Actors > Canada > Biography|Actors > United States > Biography|Fox, Michael J., 1961-|Parkinson's disease > Patients > Biography",791.4302809,English,English,PN2308 .F69,[0786867647]
H,168006757,1,Skin of Glass: Finding Spirit in the Flesh,"McPherson, Dunya Dianne",Dunya Dianne McPherson,0,0,2008,Northgate,Northgate3,Adult,Nonfiction,Biography/Autobiography/Memoir,Religion,"Dancemeditation Books (2008), Edition: 1st, 249 pages",Paperback,Skin of Glass: Finding Spirit in the Flesh by Dunya Dianne McPherson (2008),,,,English,,,[0980198607]
H,168007124,1,Step-By-Step Pillows & Cushions (Do-It-Yourself Series),"More, Hilary",Hilary More,0,0,1998,Northgate,Northgate3,Adult,Nonfiction,Crafts,Null,"Meredith Books (1998), Edition: 1st, 95 pages",Paperback,Step-By-Step Pillows & Cushions (Do-It-Yourself Series) by Hilary More (1998),Arts and Recreation > Graphic arts and decorative arts ; design > Other textile products > Textile arts,,746.9,English,English,TT410 .M67,[069620732X]
H,168007168,1,Family Circle Christmas Treasury 1990,unknown,unknown,0,0,1990,Northgate,Northgate3,Adult,Nonfiction,Crafts,Null,"Family Circle (1990), 250 pages",Hardcover,Family Circle Christmas Treasury 1990 by unknown (1990),,,,,,,[0933585179]
H,168007371,1,Slipcover Chic: Designing and Sewing Elegant Slipcovers at Home,"Revland, Catherine",Catherine Revland,0,0,1992,Northgate,Northgate3,Adult,Nonfiction,Crafts,Null,"Hearst Books (1992), Edition: 1st U.S. Ed, 144 pages",Hardcover,Slipcover Chic: Designing and Sewing Elegant Slipcovers at Home by Catherine Revland (1992),"Clothing, Fashion, and Relationships > Home Economics > Home Furnishings > Sewing > Technology",,646.21,English,English,TT198 .B26,[0688114334]
H,168007430,1,Old-Fashioned Christmas Crafts,"Spier, Carol",Carol Spier,0,0,1995,Northgate,Northgate3,Adult,Nonfiction,Crafts,Null,"Better Homes & Gardens Books (1995), Edition: 1st, 192 pages",Hardcover,Old-Fashioned Christmas Crafts by Carol Spier (1995),Arts and Recreation > Decorative Art And Design > Graphic arts and decorative arts ; design > Hand crafts > Making toys,Christmas decorations|Handicraft,745.59412,English,English,TT900 .C4,[0696000717]
